name,city,state,location,size_category,type,college_years,college_public_private,acceptance_rate,sat_25th_percentile,sat_50th_percentile,sat_75th_percentile,act_25th_percentile,act_50th_percentile,act_75th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,num_majors,college_board_code,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,gpa_optional,application_deadline_fall,application_fee,average_financial_aid,avg_after_aid,avg_after_aid_costs,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,url,ipeds_id,rating
Dallas Christian College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.65,0.75,500,,,,,,,Urban,true,false,Rolling,,15000,15000,20000,0.8,,,,,,,47
Dana College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.65,0.75,800,,,,,,,Rural,true,false,2023-01-15,,15000,15000,20000,0.7,,,,,,,47
Daniel Webster College,,,,Small,Private,,,0.6,,1150,,,24,,,25000,12000,0.65,0.75,800,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,25000,0.7,,,,,,,46
Danville Area Community College,,,,Small,Public,,,0.7,,1050,,,21,,,16000,12000,0.5,0.7,2000,,,,,,,Rural,true,false,Rolling,,7000,7000,16000,0.6,,,,,,,40
Dartmouth College,,,,Small,Private,,,0.07,,1480,,,34,,,60000,15000,0.95,0.97,4500,,,,,,,Rural,true,false,2024-01-01,,20000,20000,60000,0.7,,,,,,,81
Darton College,,,,Small,Public,,,0.6,,1100,,,25,,,15000,12000,0.5,0.7,3000,,,,,,,Suburban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,47
"Davenport College of Business, Grand Rapids",,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.6,0.75,2000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.7,,,,,,,44
"Davenport College of Business, Kalamazoo",,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,20000,12000,0.6,0.75,1500,,,,,,,Urban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,43
"Davenport College of Business, Lansing",,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.6,0.75,2000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,44
Davidson College,,,,Small,Private,,,0.2,,1400,,,32,,,58000,14000,0.9,0.95,1800,,,,,,,Suburban,true,false,2024-01-01,,20000,20000,58000,0.8,,,,,,,71
Davis and Elkins College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.6,0.7,800,,,,,,,Rural,true,false,2024-01-15,,20000,20000,20000,0.8,,,,,,,46
Deaconess College of Nursing,,,,Small,Private For-Profit,,,0.6,,1100,,,25,,,20000,12000,0.7,0.8,800,,,,,,,Urban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,48
Delaware State University,,,,Medium,Public,,,0.6,,1100,,,25,,,25000,12000,0.5,0.7,5000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,48
Delaware Valley College,,,,Small,Private,,,0.6,,1150,,,24,,,32000,14000,0.65,0.75,1500,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,32000,0.7,,,,,,,47
Delta International University,,,,Small,Private,,,0.7,,1100,,,25,,,20000,12000,0.6,0.75,800,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.8,,,,,,,43
Delta State University,,,,Small,Public,,,0.6,,1100,,,24,,,18000,12000,0.5,0.7,4000,,,,,,,Rural,true,false,2024-07-01,,7000,7000,18000,0.6,,,,,,,46
Denison University,,,,Small,Private,,,0.3,,1350,,,30,,,60000,13000,0.85,0.9,2300,,,,,,,Suburban,true,false,2024-01-15,,25000,25000,60000,0.7,,,,,,,66
Denver Paralegal Institute,,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.7,500,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,43
Denver Technical College,,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.75,2000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,45
DePaul University,,,,Medium,Private,,,0.7,,1200,,,25,,,40000,15000,0.7,0.8,15000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,40000,0.7,,,,,,,50
DePauw University,,,,Small,Private,,,0.35,,1300,,,28,,,52000,13000,0.85,0.88,1700,,,,,,,Rural,true,false,2024-01-15,,25000,25000,52000,0.75,,,,,,,62
DeSales University,,,,Small,Private,,,0.5,,1150,,,24,,,35000,13000,0.7,0.8,2500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.7,,,,,,,52
Design Institute of San Diego,,,,Small,Private,,,0.5,,1200,,,25,,,25000,12000,0.7,0.8,500,,,,,,,Urban,true,false,Rolling,,20000,20000,25000,0.7,,,,,,,51
Detroit College of Business,,,,Small,Private For-Profit,,,0.7,,1050,,,21,,,15000,12000,0.6,0.7,1000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,40
Detroit College of Business - Flint,,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,20000,12000,0.6,0.7,1500,,,,,,,Urban,true,false,Rolling,,8000,8000,20000,0.6,,,,,,,44
Detroit College of Business - Warren,,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.5,0.7,2000,,,,,,,Suburban,true,false,Rolling,,7000,7000,15000,0.6,,,,,,,43
Detroit College of Law,,,,Small,Private,,,0.5,,1300,,,28,,,45000,12000,0.7,0.8,1000,,,,,,,Urban,true,false,2024-07-01,,20000,20000,45000,0.7,,,,,,,54
"DeVry Institute of Technology, Chicago",,,,Medium,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.7,5000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.7,,,,,,,46
"DeVry Institute of Technology, Columbus",,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.6,0.7,2000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,43
"DeVry Institute of Technology, Decatur",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.5,0.7,2000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,43
"DeVry Institute of Technology, DuPage",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,17000,12000,0.5,0.7,3000,,,,,,,Suburban,true,false,Rolling,,10000,10000,17000,0.6,,,,,,,44
"DeVry Institute of Technology, Irving",,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.6,0.7,3000,,,,,,,Suburban,true,false,Rolling,,10000,10000,15000,0.7,,,,,,,44
"DeVry Institute of Technology, Kansas City",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.7,2000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.7,,,,,,,44
"DeVry Institute of Technology, Phoenix",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.7,2000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,44
"DeVry Institute of Technology, Pomona",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.7,3000,,,,,,,Suburban,true,false,Rolling,,10000,10000,15000,0.7,,,,,,,45
Dickinson College,,,,Small,Private,,,0.36,,1320,,,29,,,59000,14000,0.87,0.9,2400,,,,,,,Suburban,true,false,2024-01-15,,25000,25000,59000,0.75,,,,,,,64
Dickinson State University,,,,Small,Public,,,0.7,,1100,,,24,,,16000,12000,0.5,0.7,1500,,,,,,,Rural,true,false,Rolling,,8000,8000,16000,0.6,,,,,,,41
Dillard University,,,,Small,Private,,,0.5,,1100,,,25,,,15000,12000,0.6,0.7,2000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,15000,0.7,,,,,,,50
Divine Word College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.7,0.8,500,,,,,,,Rural,true,false,Rolling,,20000,20000,20000,0.8,,,,,,,48
Dixie College,,,,Medium,Public,,,0.7,,1100,,,25,,,18000,12000,0.6,0.75,8000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,18000,0.6,,,,,,,47
Doane College,,,,Small,Private,,,0.5,,1150,,,24,,,30000,12000,0.65,0.75,1000,,,,,,,Rural,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,50
Dominican College,,,,Small,Private,,,0.5,,1100,,,25,,,30000,15000,0.65,0.75,1500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,51
Dominican College of San Rafael,,,,Small,Private,,,0.5,,1200,,,25,,,40000,15000,0.7,0.8,1500,,,,,,,Suburban,true,false,2024-01-01,,20000,20000,40000,0.7,,,,,,,52
Dominican School of Philosophy and Theology,,,,Small,Private,,,0.5,,1250,,,27,,,30000,12000,0.8,0.85,300,,,,,,,Urban,true,false,2024-01-15,,20000,20000,30000,0.75,,,,,,,54
Dominican University,,,,Small,Private,,,0.5,,1200,,,25,,,35000,13000,0.7,0.8,2000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.75,,,,,,,53
Dominion College,,,,Medium,Public,,,0.5,,1200,,,25,,,36000,12000,0.65,0.75,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,36000,0.65,,,,,,,54
Dordt College,,,,Small,Private,,,0.5,,1200,,,25,,,30000,12000,0.7,0.8,1200,,,,,,,Rural,true,false,2024-01-15,,20000,20000,30000,0.8,,,,,,,52
Dowling College,,,,Small,Private,,,0.6,,1150,,,24,,,30000,12000,0.6,0.7,1500,,,,,,,Suburban,true,false,2023-01-01,,20000,20000,30000,0.7,,,,,,,46
Drake University,,,,Medium,Private,,,0.66,,1230,,,26,,,45000,12000,0.71,0.84,5000,,,,,,,Urban,true,false,2024-01-01,,20000,20000,45000,0.75,,,,,,,51
Drew University,,,,Small,Private,,,0.35,,1250,,,28,,,50000,14000,0.75,0.85,2000,,,,,,,Suburban,true,false,2024-01-15,,25000,25000,50000,0.75,,,,,,,61
Drexel University,,,,Large,Private,,,0.7,,1300,,,28,,,55000,15000,0.7,0.9,24000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,55000,0.7,,,,,,,52
Drury College,,,,Small,Private,,,0.5,,1150,,,24,,,30000,12000,0.6,0.75,1500,,,,,,,Urban,true,false,2024-01-15,,15000,15000,30000,0.7,,,,,,,49
Duke University,,,,Large,Private,,,0.08,,1480,,,33,,,58000,15000,0.94,0.97,16000,,,,,,,Suburban,true,false,2024-01-02,,30000,30000,58000,0.7,,,,,,,82
Duluth Business University,,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.6,0.75,500,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,42
Duquesne University,,,,Medium,Private,,,0.75,,1200,,,25,,,35000,13000,0.7,0.8,8000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,35000,0.7,,,,,,,48
Earlham College,,,,Small,Private,,,0.5,,1300,,,28,,,50000,13000,0.85,0.85,1000,,,,,,,Rural,true,false,2024-01-15,,20000,20000,50000,0.7,,,,,,,57
EarthNet Institute,,,,Medium,Private,,,0.4,,1250,,,26,,,25000,12000,0.75,0.85,5000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,25000,0.7,,,,,,,60
East Carolina University,,,,Large,Public,,,0.65,,1150,,,24,,,25000,12000,0.6,0.8,28000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,48
East Central University,,,,Small,Public,,,0.7,,1100,,,24,,,14000,12000,0.55,0.75,4000,,,,,,,Rural,true,false,2024-08-01,,8000,8000,14000,0.6,,,,,,,44
East Stroudsburg State University,,,,Medium,Public,,,0.65,,1100,,,24,,,24000,13000,0.6,0.75,6000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,24000,0.6,,,,,,,48
East Tennessee State University,,,,Medium,Public,,,0.65,,1150,,,24,,,23000,12000,0.56,0.75,14000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,23000,0.65,,,,,,,48
East Texas Baptist University,,,,Small,Private,,,0.5,,1100,,,23,,,30000,12000,0.6,0.7,1200,,,,,,,Rural,true,false,2024-01-15,,15000,15000,30000,0.7,,,,,,,48
East-West University,,,,Small,Private,,,0.7,,1100,,,24,,,15000,12000,0.6,0.7,1000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.7,,,,,,,42
Eastern College,,,,Small,Private,,,0.5,,1200,,,25,,,35000,12000,0.7,0.8,1500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.7,,,,,,,52
Eastern Connecticut State University,,,,Medium,Public,,,0.7,,1100,,,23,,,26000,15000,0.6,0.8,5000,,,,,,,Suburban,true,false,2024-08-01,,12000,12000,26000,0.7,,,,,,,46
Eastern Conservatory of Music,,,,Small,Private,,,0.5,,1200,,,25,,,30000,12000,0.75,0.85,800,,,,,,,Urban,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,53
Eastern Illinois University,,,,Medium,Public,,,0.6,,1100,,,24,,,24000,12000,0.6,0.75,8000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,24000,0.6,,,,,,,49
Eastern Kentucky University,,,,Medium,Public,,,0.6,,1100,,,24,,,22000,12000,0.6,0.75,14000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,22000,0.65,,,,,,,50
Eastern Mennonite University,,,,Small,Private,,,0.5,,1150,,,24,,,32000,12000,0.65,0.75,1300,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,32000,0.8,,,,,,,50
Eastern Michigan University,,,,Medium,Public,,,0.7,,1100,,,25,,,30000,12000,0.5,0.75,15000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,30000,0.6,,,,,,,46
Eastern Nazarene College,,,,Small,Private,,,0.5,,1150,,,24,,,32000,13000,0.6,0.75,800,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,32000,0.8,,,,,,,49
Eastern New Mexico University,,,,Medium,Public,,,0.7,,1050,,,21,,,14000,12000,0.5,0.7,5000,,,,,,,Rural,true,false,2024-08-01,,8000,8000,14000,0.6,,,,,,,42
Eastern Oregon University,,,,Small,Public,,,0.7,,1100,,,24,,,20000,12000,0.5,0.75,3000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,43
Eastern Virginia Medical School,,,,Small,Public,,,0.4,,1300,,,28,,,45000,12000,0.7,0.85,1000,,,,,,,Urban,false,false,2024-01-15,,10000,10000,45000,0.6,,,,,,,57
Eastern Washington University,,,,Medium,Public,,,0.7,,1100,,,24,,,20000,12000,0.6,0.75,12000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,47
Eckerd College,,,,Small,Private,,,0.45,,1260,,,28,,,50000,14000,0.7,0.8,1500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,50000,0.7,,,,,,,56
Edgewood College,,,,Small,Private,,,0.5,,1200,,,25,,,32000,13000,0.7,0.8,2000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,32000,0.7,,,,,,,53
Edinboro University of Pennsylvania,,,,Medium,Public,,,0.7,,1100,,,24,,,24000,12000,0.6,0.75,6000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,24000,0.6,,,,,,,46
Edison Community College,,,,Small,Public,,,0.7,,1050,,,21,,,15000,12000,0.5,0.7,3000,,,,,,,Suburban,true,false,Rolling,,7000,7000,15000,0.6,,,,,,,41
Edward Waters College,,,,Small,Private,,,0.6,,1100,,,25,,,15000,12000,0.5,0.7,1000,,,,,,,Urban,true,false,2024-01-15,,10000,10000,15000,0.7,,,,,,,45
Elizabeth City State University,,,,Small,Public,,,0.6,,1100,,,25,,,20000,12000,0.5,0.7,3000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,47
Elizabethtown College,,,,Small,Private,,,0.5,,1150,,,25,,,35000,13000,0.7,0.8,1700,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.8,,,,,,,52
Elmhurst College,,,,Small,Private,,,0.5,,1150,,,24,,,32000,12000,0.7,0.8,3000,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,32000,0.7,,,,,,,53
Elmira College,,,,Small,Private,,,0.5,,1100,,,24,,,40000,13000,0.65,0.75,1000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,40000,0.8,,,,,,,50
Elms College,,,,Small,Private,,,0.5,,1150,,,24,,,38000,13000,0.7,0.75,1200,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,38000,0.8,,,,,,,51
Elon College,,,,Medium,Private,,,0.5,,1300,,,28,,,40000,13000,0.8,0.85,7000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,40000,0.7,,,,,,,59
"Embry Riddle Aeronautical University, Prescott",,,,Small,Private,,,0.5,,1300,,,28,,,40000,15000,0.7,0.8,3000,,,,,,,Rural,false,false,2024-01-15,,15000,15000,40000,0.7,,,,,,,56
Embry-Riddle Aeronautical University,,,,Medium,Private,,,0.5,,1300,,,28,,,40000,15000,0.7,0.85,7000,,,,,,,Suburban,false,false,2024-01-15,,15000,15000,40000,0.7,,,,,,,58
Emerson College,,,,Small,Private,,,0.3,,1350,,,30,,,50000,15000,0.85,0.85,4000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,50000,0.75,,,,,,,66
Emmanuel College,,,,Small,Private,,,0.45,,1250,,,27,,,45000,14000,0.75,0.85,2000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,45000,0.75,,,,,,,57
Emmanuel College Georgia,,,,Small,Private,,,0.5,,1100,,,24,,,20000,12000,0.6,0.7,800,,,,,,,Rural,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,48
Emmaus Bible College,,,,Small,Private,,,0.6,,1100,,,25,,,25000,12000,0.7,0.75,500,,,,,,,Rural,true,false,2024-01-15,,20000,20000,25000,0.8,,,,,,,48
Emory & Henry College,,,,Small,Private,,,0.5,,1150,,,24,,,35000,12000,0.65,0.75,1000,,,,,,,Rural,true,false,2024-01-15,,20000,20000,35000,0.75,,,,,,,50
Emory University,,,,Medium,Private,,,0.15,,1450,,,32,,,55000,15000,0.9,0.95,15000,,,,,,,Urban,true,false,2024-01-01,,25000,25000,55000,0.75,,,,,,,80
Emporia State University,,,,Medium,Public,,,0.6,,1100,,,24,,,18000,12000,0.6,0.7,5000,,,,,,,Rural,true,false,2024-01-01,,8000,8000,18000,0.6,,,,,,,49
Erskine College,,,,Small,Private,,,0.5,,1150,,,24,,,20000,13000,0.65,0.75,800,,,,,,,Rural,true,false,2024-01-15,,20000,20000,20000,0.7,,,,,,,49
Eugene Bible College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.7,0.75,3000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,20000,0.7,,,,,,,50
Eureka College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.6,0.7,600,,,,,,,Rural,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,46
Evangel University,,,,Small,Private,,,0.6,,1150,,,24,,,23000,12000,0.6,0.7,1500,,,,,,,Urban,true,false,2024-01-15,,20000,20000,23000,0.8,,,,,,,46
Evergreen State College,,,,Small,Public,,,0.75,,1150,,,24,,,32000,15000,0.55,0.75,3000,,,,,,,Suburban,true,false,2023-05-01,,12000,12000,32000,0.7,,,,,,,43
Excel College,,,,Medium,Private,,,0.5,,1200,,,25,,,25000,12000,0.7,0.8,5000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,25000,0.7,,,,,,,55
Excelsior College,,,,Medium,Private,,,0.6,,1100,,,25,,,15000,12000,0.6,0.7,5000,,,,,,,Urban,true,false,Rolling,,15000,15000,15000,0.7,,,,,,,49
Fairfield University,,,,Medium,Private,,,0.5,,1250,,,27,,,55000,15000,0.85,0.88,5000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,55000,0.75,,,,,,,59
"Fairleigh Dickinson University, Florham-Madison Campus",,,,Medium,Private,,,0.5,,1200,,,25,,,35000,13000,0.7,0.8,5000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.75,,,,,,,55
"Fairleigh Dickinson University, Teaneck-Hackensack Campus",,,,Medium,Private,,,0.5,,1150,,,24,,,35000,15000,0.65,0.75,8000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.7,,,,,,,53
Fairmont State College,,,,Small,Public,,,0.6,,1100,,,25,,,20000,12000,0.5,0.7,4000,,,,,,,Rural,true,false,2024-01-01,,7000,7000,20000,0.6,,,,,,,47
Fashion Institute of New York,,,,Medium,Public,,,0.5,,1200,,,25,,,24000,15000,0.65,0.8,10000,,,,,,,Urban,true,false,2024-01-01,,10000,10000,24000,0.6,,,,,,,55
Faulkner University,,,,Small,Private,,,0.6,,1100,,,24,,,20000,12000,0.6,0.7,1500,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,46
Fayetteville State University,,,,Medium,Public,,,0.6,,1100,,,25,,,18000,12000,0.5,0.7,6000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,18000,0.6,,,,,,,48
Felician College,,,,Small,Private,,,0.6,,1100,,,25,,,30000,12000,0.65,0.75,1500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,30000,0.8,,,,,,,48
Ferris State University,,,,Medium,Public,,,0.7,,1100,,,24,,,24000,12000,0.6,0.75,12000,,,,,,,Rural,true,false,2024-07-01,,8000,8000,24000,0.6,,,,,,,47
Ferrum College,,,,Small,Private,,,0.65,,1100,,,23,,,20000,12000,0.6,0.7,1000,,,,,,,Rural,true,false,2024-01-15,,15000,15000,20000,0.75,,,,,,,43
Fielding Institute,,,,Small,Private,,,0.5,,1200,,,25,,,25000,12000,0.7,0.8,1000,,,,,,,Suburban,true,false,Rolling,,20000,20000,25000,0.75,,,,,,,52
Finch University of Health Sciences - The Chicago Medical School,,,,Small,Private,,,0.25,,1300,,,28,,,50000,12000,0.85,0.9,1000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,50000,0.7,,,,,,,65
Finlandia University,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.6,0.7,600,,,,,,,Rural,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,46
Fisher College,,,,Small,Private,,,0.7,,1100,,,25,,,28000,12000,0.6,0.75,800,,,,,,,Urban,true,false,2024-01-15,,20000,20000,28000,0.8,,,,,,,43
Fisk University,,,,Small,Private,,,0.5,,1100,,,24,,,20000,12000,0.6,0.7,800,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.8,,,,,,,48
Fitchburg State College,,,,Medium,Public,,,0.65,,1100,,,25,,,22000,13000,0.58,0.75,6000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,22000,0.65,,,,,,,48
Flagler College,,,,Small,Private,,,0.5,,1180,,,25,,,20000,13000,0.6,0.75,2000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,51
Florida Agricultural and Mechanical University,,,,Medium,Public,,,0.5,,1100,,,24,,,18000,12000,0.6,0.8,10000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,18000,0.6,,,,,,,53
Florida Atlantic University,,,,Large,Public,,,0.65,,1200,,,25,,,18000,12000,0.59,0.8,29000,,,,,,,Suburban,true,false,2024-05-01,,8000,8000,18000,0.65,,,,,,,49
Florida Christian College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.7,0.75,800,,,,,,,Suburban,true,false,2024-08-01,,20000,20000,20000,0.8,,,,,,,48
Florida Community College at Jacksonville,,,,Medium,Public,,,0.7,,1100,,,24,,,18000,12000,0.55,0.75,15000,,,,,,,Urban,true,false,2023-08-01,,8000,8000,18000,0.6,,,,,,,46
Florida Gulf Coast University,,,,Medium,Public,,,0.6,,1200,,,25,,,18000,12000,0.6,0.75,15000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,18000,0.6,,,,,,,51
Florida Institute of Technology,,,,Medium,Private,,,0.5,,1300,,,28,,,50000,13000,0.7,0.8,6000,,,,,,,Suburban,true,false,2024-01-15,,10000,10000,50000,0.6,,,,,,,57
Florida International University,,,,Large,Public,,,0.6,,1230,,,25,,,21000,13000,0.6,0.8,55000,,,,,,,Urban,true,false,2024-01-15,,7000,7000,21000,0.6,,,,,,,50
Florida Memorial College,,,,Small,Private,,,0.6,,1100,,,25,,,15000,12000,0.5,0.7,1000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.7,,,,,,,45
"Florida Metropolitan University, Fort Lauderdale College",,,,Small,Private For-Profit,,,0.7,,1050,,,21,,,15000,12000,0.5,0.7,2000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,40
"Florida Metropolitan University, Tampa College",,,,Small,Private For-Profit,,,0.7,,1050,,,21,,,15000,12000,0.5,0.7,1000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,39
"Florida Metropolitan University, Tampa College Brandon",,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.5,0.7,1000,,,,,,,Suburban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,41
"Florida Metropolitan University, Tampa College Lakeland",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.5,0.7,1000,,,,,,,Suburban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,42
Florida Southern College,,,,Small,Private,,,0.5,,1200,,,25,,,30000,12000,0.6,0.75,2000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,30000,0.8,,,,,,,51
Florida State University,,,,Large,Public,,,0.36,,1280,,,27,,,21000,13000,0.73,0.88,42000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,21000,0.61,,,,,,,61
Florida University of Medicine,,,,Large,Public,,,0.6,,1250,,,27,,,30000,12000,0.65,0.8,20000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.65,,,,,,,53
Fontbonne College,,,,Small,Private,,,0.5,,1150,,,24,,,32000,12000,0.6,0.75,1500,,,,,,,Urban,true,false,2024-01-15,,20000,20000,32000,0.8,,,,,,,49
Foothill-De Anza Community College District,,,,Medium,Public,,,0.7,,1100,,,25,,,20000,12000,0.6,0.75,15000,,,,,,,Suburban,true,false,Rolling,,8000,8000,20000,0.6,,,,,,,48
Fordham University,,,,Medium,Private,,,0.45,,1350,,,30,,,55000,15000,0.85,0.9,15000,,,,,,,Urban,true,false,2024-01-01,,20000,20000,55000,0.75,,,,,,,64
Forest Institute of Professional Psychology,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.7,0.8,3000,,,,,,,Urban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,51
Fort Hays State University,,,,Medium,Public,,,0.7,,1100,,,24,,,18000,12000,0.6,0.75,15000,,,,,,,Rural,true,false,2024-08-01,,8000,8000,18000,0.6,,,,,,,47
Fort Lewis College,,,,Small,Public,,,0.65,,1150,,,24,,,29000,13000,0.58,0.75,3500,,,,,,,Rural,true,false,2024-01-15,,8000,8000,29000,0.6,,,,,,,46
Fort Valley State College,,,,Small,Public,,,0.7,,1000,,,20,,,15000,12000,0.5,0.7,3000,,,,,,,Rural,true,false,2024-01-01,,7000,7000,15000,0.6,,,,,,,40
Framingham State College,,,,Medium,Public,,,0.6,,1100,,,25,,,20000,12000,0.6,0.75,6000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,50
Francis Marion University,,,,Small,Public,,,0.6,,1100,,,25,,,21000,12000,0.5,0.7,4000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,21000,0.6,,,,,,,47
